id,name,description,sku,price,stock_quantity,weight,status,vendor_id,low_stock_threshold,min_order_quantity,average_rating,total_reviews,thumbnail_url,image_urls,is_active,discount_value,created_at,updated_at
206,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0206,97.3,441,2.75,INACTIVE,4,8,4,4.5,461,https://example.com/thumb_206.jpg,https://example.com/images/product_206.jpg,1,9.29,2023-12-28 11:51:47.182546,2023-09-08 09:54:34.769332
207,Apple iPad Pro,Description of Apple iPad Pro,SKU0207,80.4,876,6.57,INACTIVE,3,8,2,3.1,630,https://example.com/thumb_207.jpg,https://example.com/images/product_207.jpg,1,18.5,2023-05-24 12:38:30.674694,2023-03-19 03:38:16.387712
208,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0208,9.17,891,7.11,DRAFT,6,15,5,3.54,314,https://example.com/thumb_208.jpg,https://example.com/images/product_208.jpg,0,0.6,2023-08-10 05:12:50.537243,2023-06-02 13:11:19.013789
209,GoPro Hero11,Description of GoPro Hero11,SKU0209,55.37,661,2.07,INACTIVE,3,14,3,2.8,310,https://example.com/thumb_209.jpg,https://example.com/images/product_209.jpg,0,9.21,2023-03-14 12:29:32.892722,2024-03-04 23:21:20.561910
210,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0210,9.16,10,5.71,INACTIVE,1,15,4,3.17,686,https://example.com/thumb_210.jpg,https://example.com/images/product_210.jpg,0,11.56,2023-08-21 23:25:39.434383,2023-09-02 03:21:50.255828
211,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0211,17.17,648,8.98,DRAFT,1,1,4,2.81,799,https://example.com/thumb_211.jpg,https://example.com/images/product_211.jpg,1,20.93,2024-12-24 07:34:07.171002,2024-06-28 06:09:26.783017
212,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0212,24.33,855,4.89,ACTIVE,2,17,5,3.83,141,https://example.com/thumb_212.jpg,https://example.com/images/product_212.jpg,0,7.27,2024-07-17 01:03:58.604125,2024-07-11 08:16:22.308337
213,Nike Air Max 270,Description of Nike Air Max 270,SKU0213,28.93,214,3.72,DRAFT,5,5,5,4.31,969,https://example.com/thumb_213.jpg,https://example.com/images/product_213.jpg,1,10.11,2024-08-09 15:33:36.139858,2023-09-08 13:10:21.398880
214,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0214,11.55,558,7.49,DRAFT,6,19,2,3.76,352,https://example.com/thumb_214.jpg,https://example.com/images/product_214.jpg,1,21.11,2024-04-07 09:01:54.825766,2024-06-12 00:02:04.522568
215,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0215,18.11,749,9.48,INACTIVE,3,14,5,4.1,257,https://example.com/thumb_215.jpg,https://example.com/images/product_215.jpg,0,9.91,2024-07-18 12:28:10.013004,2024-11-19 17:15:17.501066
216,Philips Blender,Description of Philips Blender,SKU0216,46.75,865,8.92,INACTIVE,9,9,2,4.58,981,https://example.com/thumb_216.jpg,https://example.com/images/product_216.jpg,0,26.88,2024-08-23 10:20:58.663605,2024-08-26 23:20:17.501894
217,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0217,58.99,344,5.99,DRAFT,3,9,5,1.08,744,https://example.com/thumb_217.jpg,https://example.com/images/product_217.jpg,0,28.74,2024-12-10 10:25:08.836369,2023-12-04 22:33:51.842898
218,LG Smart Fridge,Description of LG Smart Fridge,SKU0218,9.68,61,7.17,ACTIVE,9,19,1,3.35,468,https://example.com/thumb_218.jpg,https://example.com/images/product_218.jpg,1,2.26,2023-10-20 17:28:43.623850,2023-12-10 10:28:43.612342
219,Think and Grow Rich,Description of Think and Grow Rich,SKU0219,29.88,97,2.38,ACTIVE,2,18,5,2.26,466,https://example.com/thumb_219.jpg,https://example.com/images/product_219.jpg,1,29.97,2024-12-05 18:06:14.027962,2024-02-15 22:37:16.070534
220,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0220,25.52,730,4.94,INACTIVE,10,19,5,4.41,109,https://example.com/thumb_220.jpg,https://example.com/images/product_220.jpg,0,4.04,2024-03-14 01:40:50.256102,2024-11-05 09:34:51.924759
221,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0221,92.8,746,7.74,ACTIVE,5,18,3,1.97,782,https://example.com/thumb_221.jpg,https://example.com/images/product_221.jpg,1,21.62,2024-10-17 15:56:55.856535,2023-10-04 15:29:59.493451
222,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0222,28.58,185,5.07,ACTIVE,8,6,1,4.85,265,https://example.com/thumb_222.jpg,https://example.com/images/product_222.jpg,1,23.83,2024-06-25 15:09:05.842720,2023-08-03 16:26:18.438686
223,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0223,10.41,187,7.59,ACTIVE,10,18,2,1.51,18,https://example.com/thumb_223.jpg,https://example.com/images/product_223.jpg,0,0.3,2024-12-02 22:52:58.451300,2023-07-09 13:22:59.978182
224,Dell XPS 13,Description of Dell XPS 13,SKU0224,48.55,908,7.13,INACTIVE,7,17,4,1.05,694,https://example.com/thumb_224.jpg,https://example.com/images/product_224.jpg,0,10.33,2023-07-10 03:57:55.530219,2023-08-16 18:21:23.502711
225,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0225,16.39,518,7.56,INACTIVE,9,15,4,1.86,44,https://example.com/thumb_225.jpg,https://example.com/images/product_225.jpg,1,3.27,2024-10-23 11:22:08.455363,2024-04-21 09:00:22.599719
226,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0226,8.2,317,3.45,ACTIVE,6,16,4,4.15,100,https://example.com/thumb_226.jpg,https://example.com/images/product_226.jpg,1,24.54,2023-10-25 06:59:26.493287,2024-09-10 23:19:28.939775
227,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0227,90.91,401,5.14,DRAFT,2,5,1,2.65,171,https://example.com/thumb_227.jpg,https://example.com/images/product_227.jpg,0,6.11,2023-11-28 12:06:23.798483,2023-04-20 17:08:08.993458
228,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0228,51.62,798,9.91,ACTIVE,2,8,5,4.56,503,https://example.com/thumb_228.jpg,https://example.com/images/product_228.jpg,1,0.32,2024-03-15 22:22:15.196011,2024-01-02 20:00:52.870282
229,Apple iPad Pro,Description of Apple iPad Pro,SKU0229,55.92,755,0.96,DRAFT,5,18,1,1.77,502,https://example.com/thumb_229.jpg,https://example.com/images/product_229.jpg,0,12.56,2023-06-21 16:18:54.779028,2023-11-08 09:39:52.275176
230,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0230,64.42,154,3.74,INACTIVE,6,19,1,2.39,551,https://example.com/thumb_230.jpg,https://example.com/images/product_230.jpg,0,29.19,2024-09-12 06:29:43.370436,2023-12-21 18:01:16.767970
231,GoPro Hero11,Description of GoPro Hero11,SKU0231,73.2,36,3.83,ACTIVE,6,14,3,4.74,1,https://example.com/thumb_231.jpg,https://example.com/images/product_231.jpg,0,14.14,2024-03-10 22:51:38.466389,2024-10-19 00:09:32.270939
232,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0232,54.65,147,1.22,ACTIVE,6,10,1,2.47,686,https://example.com/thumb_232.jpg,https://example.com/images/product_232.jpg,0,13.67,2023-06-03 17:41:34.564287,2023-08-22 02:18:53.798284
233,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0233,88.23,680,5.9,DRAFT,5,17,3,1.13,826,https://example.com/thumb_233.jpg,https://example.com/images/product_233.jpg,0,26.58,2023-08-03 22:25:30.896629,2024-04-22 09:15:33.765609
234,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0234,71.83,387,4.15,INACTIVE,9,17,1,4.43,356,https://example.com/thumb_234.jpg,https://example.com/images/product_234.jpg,1,23.29,2024-06-11 19:38:53.909667,2024-06-03 22:55:31.554312
235,Nike Air Max 270,Description of Nike Air Max 270,SKU0235,67.68,590,1.96,INACTIVE,7,5,5,4.3,228,https://example.com/thumb_235.jpg,https://example.com/images/product_235.jpg,1,9.23,2024-06-15 23:28:49.170409,2023-01-27 20:17:13.064063
236,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0236,17.41,927,9.79,INACTIVE,2,3,1,3.67,297,https://example.com/thumb_236.jpg,https://example.com/images/product_236.jpg,1,29.21,2023-09-05 10:52:42.718221,2024-04-11 17:01:18.697557
237,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0237,75.51,20,4.08,ACTIVE,2,10,3,4.38,873,https://example.com/thumb_237.jpg,https://example.com/images/product_237.jpg,1,19.9,2023-10-06 02:27:33.479228,2023-06-15 14:43:27.298975
238,Philips Blender,Description of Philips Blender,SKU0238,33.93,200,3.89,ACTIVE,4,16,5,1.42,404,https://example.com/thumb_238.jpg,https://example.com/images/product_238.jpg,1,2.98,2024-12-08 17:14:18.826773,2023-05-12 06:08:55.423558
239,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0239,52.35,774,2.72,DRAFT,10,19,1,1.15,416,https://example.com/thumb_239.jpg,https://example.com/images/product_239.jpg,0,4.68,2024-05-28 23:21:42.147776,2024-11-28 13:40:29.077398
240,LG Smart Fridge,Description of LG Smart Fridge,SKU0240,53.42,525,3.19,INACTIVE,3,18,5,3.3,256,https://example.com/thumb_240.jpg,https://example.com/images/product_240.jpg,0,10.26,2023-03-03 17:17:51.877393,2023-11-28 00:47:27.268921
241,Think and Grow Rich,Description of Think and Grow Rich,SKU0241,9.02,84,9.15,INACTIVE,7,7,5,2.22,336,https://example.com/thumb_241.jpg,https://example.com/images/product_241.jpg,0,3.28,2023-11-09 21:06:21.236277,2024-04-07 23:39:26.034053
242,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0242,89.72,988,5.43,ACTIVE,9,7,4,3.19,761,https://example.com/thumb_242.jpg,https://example.com/images/product_242.jpg,0,29.17,2023-09-19 10:07:29.621927,2023-10-18 01:06:44.072120
243,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0243,67.43,514,6.85,DRAFT,2,1,5,3.87,625,https://example.com/thumb_243.jpg,https://example.com/images/product_243.jpg,1,26.84,2024-06-04 15:40:04.939770,2024-04-09 21:49:57.863069
244,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0244,96.42,349,6.03,INACTIVE,4,16,5,1.1,755,https://example.com/thumb_244.jpg,https://example.com/images/product_244.jpg,0,1.03,2024-06-16 20:56:22.431229,2024-06-03 17:44:09.039383
245,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0245,36.55,835,8.96,INACTIVE,1,18,1,3.65,56,https://example.com/thumb_245.jpg,https://example.com/images/product_245.jpg,1,7.78,2024-09-20 22:10:24.393115,2023-11-30 14:07:51.291713
246,Dell XPS 13,Description of Dell XPS 13,SKU0246,30.91,762,3.31,DRAFT,2,17,1,2.19,989,https://example.com/thumb_246.jpg,https://example.com/images/product_246.jpg,1,20.21,2024-08-23 23:44:20.971168,2023-08-31 07:54:00.483776
247,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0247,89.77,284,8.83,DRAFT,5,5,2,1.12,46,https://example.com/thumb_247.jpg,https://example.com/images/product_247.jpg,1,29.52,2023-04-11 09:51:19.958345,2024-01-04 16:26:44.399432
248,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0248,47.03,83,7.3,ACTIVE,1,17,4,1.85,730,https://example.com/thumb_248.jpg,https://example.com/images/product_248.jpg,0,6.74,2024-12-02 23:20:33.907598,2024-05-18 22:49:47.622038
249,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0249,94.2,614,5.64,DRAFT,9,18,3,4.7,72,https://example.com/thumb_249.jpg,https://example.com/images/product_249.jpg,0,26.97,2024-05-24 16:17:48.327441,2024-07-29 19:58:44.316484
250,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0250,53.32,130,5.13,ACTIVE,9,4,4,4.14,119,https://example.com/thumb_250.jpg,https://example.com/images/product_250.jpg,0,17.24,2023-10-17 10:51:03.286894,2024-07-28 15:35:14.538487
251,Apple iPad Pro,Description of Apple iPad Pro,SKU0251,8.46,170,1.98,DRAFT,2,16,1,3.91,711,https://example.com/thumb_251.jpg,https://example.com/images/product_251.jpg,0,11.3,2024-10-10 23:49:38.895692,2023-06-17 01:28:30.541650
252,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0252,92.9,743,0.63,ACTIVE,2,12,1,2.05,113,https://example.com/thumb_252.jpg,https://example.com/images/product_252.jpg,1,23.59,2024-06-29 18:59:56.032771,2024-08-16 09:24:04.220900
253,GoPro Hero11,Description of GoPro Hero11,SKU0253,60.91,622,4.86,DRAFT,10,17,1,1.25,638,https://example.com/thumb_253.jpg,https://example.com/images/product_253.jpg,0,6.7,2024-11-16 21:08:04.384342,2023-03-02 10:36:30.094922
254,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0254,75.24,409,2.48,INACTIVE,5,18,3,1.39,363,https://example.com/thumb_254.jpg,https://example.com/images/product_254.jpg,1,20.3,2024-12-19 21:50:39.358021,2024-12-15 08:31:57.473626
255,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0255,10.14,108,8.85,ACTIVE,2,2,4,4.67,541,https://example.com/thumb_255.jpg,https://example.com/images/product_255.jpg,1,14.67,2023-07-08 22:31:47.511702,2024-09-24 17:07:23.699167
256,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0256,48.09,507,6.32,INACTIVE,1,19,4,4.83,63,https://example.com/thumb_256.jpg,https://example.com/images/product_256.jpg,1,27.7,2024-07-24 15:51:56.266711,2023-03-18 05:58:25.686205
257,Nike Air Max 270,Description of Nike Air Max 270,SKU0257,61.94,29,3.11,DRAFT,6,1,5,4.9,451,https://example.com/thumb_257.jpg,https://example.com/images/product_257.jpg,1,20.3,2024-09-24 02:54:09.785073,2023-07-01 11:30:39.921630
258,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0258,55.86,464,9.19,ACTIVE,6,7,5,1.02,600,https://example.com/thumb_258.jpg,https://example.com/images/product_258.jpg,1,12.85,2024-01-26 14:55:32.081573,2023-04-19 18:34:37.642376
259,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0259,81.71,785,8.45,INACTIVE,4,3,4,1.85,710,https://example.com/thumb_259.jpg,https://example.com/images/product_259.jpg,1,2.93,2023-02-01 15:39:56.571869,2023-04-04 09:41:31.769629
260,Philips Blender,Description of Philips Blender,SKU0260,55.28,637,7.15,INACTIVE,3,9,1,2.28,148,https://example.com/thumb_260.jpg,https://example.com/images/product_260.jpg,0,7.92,2024-04-12 17:42:53.875644,2024-11-09 21:29:24.113053
261,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0261,76.52,665,7.54,ACTIVE,5,1,2,2.97,938,https://example.com/thumb_261.jpg,https://example.com/images/product_261.jpg,0,2.15,2023-09-12 13:17:45.980691,2023-07-22 19:54:21.321696
262,LG Smart Fridge,Description of LG Smart Fridge,SKU0262,27.72,542,7.57,ACTIVE,3,19,2,4.41,883,https://example.com/thumb_262.jpg,https://example.com/images/product_262.jpg,1,9.69,2023-08-22 10:30:13.975256,2023-10-09 00:20:58.674339
263,Think and Grow Rich,Description of Think and Grow Rich,SKU0263,93.76,682,6.51,ACTIVE,10,10,2,1.5,248,https://example.com/thumb_263.jpg,https://example.com/images/product_263.jpg,0,21.98,2023-01-31 07:40:59.125853,2023-11-16 20:51:11.792943
264,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0264,94.1,413,3.44,INACTIVE,2,8,5,1.67,228,https://example.com/thumb_264.jpg,https://example.com/images/product_264.jpg,1,8.12,2023-11-05 02:19:19.417553,2023-01-23 05:02:03.710211
265,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0265,84.42,873,3.63,ACTIVE,6,16,5,4.01,252,https://example.com/thumb_265.jpg,https://example.com/images/product_265.jpg,0,17.66,2023-04-02 00:25:25.920825,2023-07-24 03:42:34.904266
266,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0266,72.68,448,9.14,ACTIVE,7,2,5,2.01,866,https://example.com/thumb_266.jpg,https://example.com/images/product_266.jpg,0,6.26,2023-01-06 17:29:30.722625,2024-01-14 23:35:11.563819
267,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0267,49.54,66,3.91,INACTIVE,6,7,3,2.78,400,https://example.com/thumb_267.jpg,https://example.com/images/product_267.jpg,1,27.57,2023-11-02 23:18:56.494129,2024-10-28 07:06:50.004114
268,Dell XPS 13,Description of Dell XPS 13,SKU0268,63.54,29,7.42,ACTIVE,5,13,5,4.04,225,https://example.com/thumb_268.jpg,https://example.com/images/product_268.jpg,0,24.1,2023-10-04 17:52:13.059914,2023-05-02 01:15:48.283724
269,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0269,80.99,53,6.91,DRAFT,2,9,4,3.94,349,https://example.com/thumb_269.jpg,https://example.com/images/product_269.jpg,1,29.87,2024-10-16 06:19:30.005983,2024-11-09 02:54:15.914426
270,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0270,69.99,93,6.45,ACTIVE,9,20,5,4.23,805,https://example.com/thumb_270.jpg,https://example.com/images/product_270.jpg,1,13.9,2024-10-28 09:13:02.531065,2023-12-28 19:45:52.159583
271,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0271,11.68,181,2.72,DRAFT,2,3,5,2.22,557,https://example.com/thumb_271.jpg,https://example.com/images/product_271.jpg,0,7.53,2023-09-07 09:56:33.655311,2024-11-26 03:26:51.836447
272,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0272,19.69,125,6.64,ACTIVE,6,2,2,2.7,329,https://example.com/thumb_272.jpg,https://example.com/images/product_272.jpg,1,28.85,2023-07-18 06:51:12.149327,2024-10-07 03:13:19.381108
273,Apple iPad Pro,Description of Apple iPad Pro,SKU0273,11.33,180,8.06,DRAFT,3,15,1,4.94,244,https://example.com/thumb_273.jpg,https://example.com/images/product_273.jpg,0,3.14,2023-09-22 16:05:22.941770,2024-06-24 11:55:27.980714
274,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0274,81.97,240,9.69,INACTIVE,9,2,1,3.08,227,https://example.com/thumb_274.jpg,https://example.com/images/product_274.jpg,1,27.75,2023-09-01 11:01:20.229012,2023-03-19 20:21:27.495562
275,GoPro Hero11,Description of GoPro Hero11,SKU0275,85.88,512,8.17,INACTIVE,9,11,1,4.84,331,https://example.com/thumb_275.jpg,https://example.com/images/product_275.jpg,1,12.37,2023-11-19 11:13:12.121350,2024-03-19 23:46:51.742318
276,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0276,54.89,277,4.22,ACTIVE,1,18,5,3.18,23,https://example.com/thumb_276.jpg,https://example.com/images/product_276.jpg,0,0.4,2023-07-03 17:04:54.990304,2024-08-14 21:33:51.076871
277,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0277,42.04,210,6.34,DRAFT,9,12,1,1.64,653,https://example.com/thumb_277.jpg,https://example.com/images/product_277.jpg,0,12.71,2024-07-20 13:49:24.416217,2023-01-21 10:00:21.160922
278,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0278,41.33,995,3.45,INACTIVE,2,11,4,1.93,788,https://example.com/thumb_278.jpg,https://example.com/images/product_278.jpg,0,20.63,2023-04-13 02:56:52.207501,2024-11-21 12:07:52.531462
279,Nike Air Max 270,Description of Nike Air Max 270,SKU0279,38.06,769,5.39,ACTIVE,7,1,3,3.51,559,https://example.com/thumb_279.jpg,https://example.com/images/product_279.jpg,0,10.73,2024-07-14 13:53:34.287676,2024-09-27 18:38:49.506731
280,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0280,80.43,729,7.85,ACTIVE,10,6,3,4.42,816,https://example.com/thumb_280.jpg,https://example.com/images/product_280.jpg,0,13.11,2024-10-16 21:12:50.768353,2023-12-07 16:59:31.371967
281,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0281,12.5,742,4.04,INACTIVE,3,11,2,4.5,970,https://example.com/thumb_281.jpg,https://example.com/images/product_281.jpg,0,1.65,2023-12-22 10:00:32.793689,2024-07-02 10:11:06.427557
282,Philips Blender,Description of Philips Blender,SKU0282,58.83,822,1.38,DRAFT,2,13,4,3.55,294,https://example.com/thumb_282.jpg,https://example.com/images/product_282.jpg,1,12.64,2024-09-30 00:28:34.292222,2024-01-20 16:13:23.829030
283,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0283,47.4,450,0.82,ACTIVE,1,15,3,2.98,897,https://example.com/thumb_283.jpg,https://example.com/images/product_283.jpg,0,5.89,2024-09-11 05:34:43.802257,2023-03-09 16:18:42.752210
284,LG Smart Fridge,Description of LG Smart Fridge,SKU0284,76.0,627,2.48,DRAFT,10,16,5,3.5,710,https://example.com/thumb_284.jpg,https://example.com/images/product_284.jpg,0,10.92,2023-12-16 07:28:49.878067,2024-03-29 23:39:18.375956
285,Think and Grow Rich,Description of Think and Grow Rich,SKU0285,8.76,300,5.69,INACTIVE,8,17,3,3.21,443,https://example.com/thumb_285.jpg,https://example.com/images/product_285.jpg,0,10.62,2023-06-05 00:28:30.298551,2024-06-28 12:15:52.070778
286,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0286,94.02,637,1.01,DRAFT,3,15,4,1.32,459,https://example.com/thumb_286.jpg,https://example.com/images/product_286.jpg,1,17.87,2024-03-06 21:49:21.873572,2024-10-01 09:00:02.331800
287,Samsung Galaxy S22 Ultra,Description of Samsung Galaxy S22 Ultra,SKU0287,68.47,880,5.28,INACTIVE,1,6,2,1.49,800,https://example.com/thumb_287.jpg,https://example.com/images/product_287.jpg,1,7.81,2024-11-20 04:33:05.107279,2023-07-03 21:38:05.950976
288,Apple MacBook Air M2,Description of Apple MacBook Air M2,SKU0288,23.65,263,8.92,ACTIVE,4,8,5,3.94,59,https://example.com/thumb_288.jpg,https://example.com/images/product_288.jpg,1,13.0,2023-07-22 09:05:09.487160,2023-10-18 18:55:25.379149
289,HP Envy x360 Laptop,Description of HP Envy x360 Laptop,SKU0289,87.82,168,5.96,ACTIVE,9,19,2,3.68,987,https://example.com/thumb_289.jpg,https://example.com/images/product_289.jpg,0,13.2,2024-05-28 14:31:37.855126,2023-02-28 20:09:53.553189
290,Dell XPS 13,Description of Dell XPS 13,SKU0290,72.51,775,7.7,DRAFT,6,15,4,3.45,921,https://example.com/thumb_290.jpg,https://example.com/images/product_290.jpg,1,4.72,2023-09-13 23:31:05.581841,2023-07-01 17:08:11.600682
291,Logitech MX Master 3 Mouse,Description of Logitech MX Master 3 Mouse,SKU0291,6.67,109,3.5,DRAFT,4,7,3,3.69,395,https://example.com/thumb_291.jpg,https://example.com/images/product_291.jpg,0,23.25,2024-09-13 08:22:41.535195,2024-05-20 12:17:28.934387
292,Razer BlackWidow Keyboard,Description of Razer BlackWidow Keyboard,SKU0292,57.44,243,7.24,ACTIVE,1,6,5,3.35,921,https://example.com/thumb_292.jpg,https://example.com/images/product_292.jpg,1,23.59,2024-10-22 15:54:49.795481,2024-09-02 09:20:31.856141
293,ASUS ROG Strix GPU,Description of ASUS ROG Strix GPU,SKU0293,77.4,569,1.61,INACTIVE,9,14,4,1.78,575,https://example.com/thumb_293.jpg,https://example.com/images/product_293.jpg,1,20.2,2023-11-30 11:35:35.072027,2023-02-21 07:06:58.769272
294,MSI Gaming Laptop,Description of MSI Gaming Laptop,SKU0294,86.13,482,5.56,INACTIVE,8,7,3,2.41,966,https://example.com/thumb_294.jpg,https://example.com/images/product_294.jpg,0,6.85,2023-01-19 07:27:39.260883,2023-07-08 22:52:11.041733
295,Apple iPad Pro,Description of Apple iPad Pro,SKU0295,22.86,430,5.08,ACTIVE,10,18,4,3.91,285,https://example.com/thumb_295.jpg,https://example.com/images/product_295.jpg,0,8.67,2023-11-02 11:45:05.263444,2023-11-17 03:14:20.476745
296,Xiaomi Pad 5,Description of Xiaomi Pad 5,SKU0296,79.94,907,9.12,DRAFT,7,8,1,1.71,596,https://example.com/thumb_296.jpg,https://example.com/images/product_296.jpg,0,14.43,2024-03-12 17:33:40.414630,2024-08-16 18:08:54.194964
297,GoPro Hero11,Description of GoPro Hero11,SKU0297,18.15,710,4.58,INACTIVE,9,18,1,1.82,860,https://example.com/thumb_297.jpg,https://example.com/images/product_297.jpg,0,19.54,2023-06-28 02:52:28.301309,2024-12-29 16:33:42.577555
298,DJI Mini 3 Drone,Description of DJI Mini 3 Drone,SKU0298,69.28,759,0.67,DRAFT,3,18,5,3.38,944,https://example.com/thumb_298.jpg,https://example.com/images/product_298.jpg,1,3.08,2024-02-11 08:23:31.715271,2024-11-04 10:35:10.194986
299,Canon PIXMA Printer,Description of Canon PIXMA Printer,SKU0299,99.8,555,7.99,DRAFT,8,20,1,1.42,428,https://example.com/thumb_299.jpg,https://example.com/images/product_299.jpg,0,12.81,2024-08-18 06:51:35.054843,2023-04-12 05:13:07.070151
300,OnePlus Nord CE 3 Lite,Description of OnePlus Nord CE 3 Lite,SKU0300,30.99,42,5.71,ACTIVE,5,16,1,1.98,487,https://example.com/thumb_300.jpg,https://example.com/images/product_300.jpg,1,16.72,2023-01-28 00:06:59.526630,2024-08-31 20:59:52.702145
301,Nike Air Max 270,Description of Nike Air Max 270,SKU0301,49.55,749,3.26,ACTIVE,7,20,1,4.15,578,https://example.com/thumb_301.jpg,https://example.com/images/product_301.jpg,0,19.99,2023-06-02 05:05:40.089620,2023-08-25 21:30:03.795092
302,Adidas Ultraboost,Description of Adidas Ultraboost,SKU0302,70.22,235,7.66,DRAFT,5,1,1,2.44,169,https://example.com/thumb_302.jpg,https://example.com/images/product_302.jpg,1,23.56,2024-09-13 15:31:41.946183,2024-09-29 20:42:26.887082
303,MAC Matte Lipstick,Description of MAC Matte Lipstick,SKU0303,19.82,205,9.06,DRAFT,7,7,1,3.26,347,https://example.com/thumb_303.jpg,https://example.com/images/product_303.jpg,1,2.66,2024-06-13 05:37:39.860845,2023-07-25 01:07:10.543419
304,Philips Blender,Description of Philips Blender,SKU0304,87.36,165,9.22,DRAFT,8,4,4,1.86,804,https://example.com/thumb_304.jpg,https://example.com/images/product_304.jpg,0,7.09,2023-10-02 05:08:47.736282,2023-11-27 05:01:25.648010
305,KitchenAid Stand Mixer,Description of KitchenAid Stand Mixer,SKU0305,23.86,168,0.84,INACTIVE,6,10,3,4.09,535,https://example.com/thumb_305.jpg,https://example.com/images/product_305.jpg,1,2.37,2024-05-26 01:07:05.340700,2023-11-08 05:33:16.044780
306,LG Smart Fridge,Description of LG Smart Fridge,SKU0306,76.16,766,4.68,DRAFT,6,12,2,3.89,99,https://example.com/thumb_306.jpg,https://example.com/images/product_306.jpg,1,11.21,2024-11-22 06:35:48.324164,2023-11-09 20:17:48.219385
307,Think and Grow Rich,Description of Think and Grow Rich,SKU0307,36.8,668,7.53,DRAFT,6,1,4,2.35,338,https://example.com/thumb_307.jpg,https://example.com/images/product_307.jpg,1,16.54,2024-10-13 16:53:00.528897,2023-05-26 01:13:42.513044
308,The Alchemist by Paulo Coelho,Description of The Alchemist by Paulo Coelho,SKU0308,23.69,903,2.27,ACTIVE,4,19,4,4.05,719,https://example.com/thumb_308.jpg,https://example.com/images/product_308.jpg,0,11.92,2023-09-17 20:20:50.465351,2024-01-19 08:35:30.817504
